2025-02-18 16:56:25,487.7
2025-02-18 17:11:24,487.7
2025-02-18 17:21:28,487.7
2025-02-18 17:31:33,487.7
2025-02-18 18:30:05,487.7
2025-02-18 21:46:52,487.7
2025-02-18 22:12:58,487.7
2025-02-18 22:45:13,487.1
2025-02-18 22:45:25,487.1
2025-02-18 22:52:58,487.1
2025-02-18 23:01:23,487.1
2025-02-18 23:13:48,487.1
2025-02-18 23:20:03,487.1
2025-02-18 23:20:52,487.1
2025-02-18 23:24:26,487.1
2025-02-18 23:39:26,487.1
2025-02-18 23:54:26,487.1
2025-02-19 00:09:26,487.1
2025-02-19 00:24:26,487.1
2025-02-19 00:39:25,487.1
2025-02-19 00:54:25,487.1
2025-02-19 01:09:25,487.1
2025-02-19 01:24:25,487.1
2025-02-19 01:39:25,487.1
2025-02-19 01:54:25,486.7
2025-02-19 02:09:25,486.7
2025-02-19 02:24:25,486.7
2025-02-19 02:39:25,486.7
2025-02-19 02:54:25,486.7
2025-02-19 03:09:25,486.7
2025-02-19 03:24:25,486.7
2025-02-19 03:39:25,486.7
2025-02-19 03:54:25,486.7
2025-02-19 04:09:25,486.7
2025-02-19 04:24:25,486.7
2025-02-19 04:39:25,486.7
2025-02-19 04:54:25,486.7
2025-02-19 05:09:25,486.7
2025-02-19 05:24:25,486.7
2025-02-19 05:39:25,486.7
2025-02-19 05:54:25,486.7
2025-02-19 06:09:25,486.7
2025-02-19 06:24:25,486.7
2025-02-19 06:39:25,486.7
2025-02-19 06:54:25,486.7
2025-02-19 07:09:25,486.7
2025-02-19 07:24:25,486.7
2025-02-19 07:39:25,486.7
2025-02-19 07:54:26,486.7
2025-02-19 08:09:25,486.7
2025-02-19 08:24:25,486.7
2025-02-19 08:39:25,486.7
2025-02-19 08:54:25,486.7
2025-02-19 09:09:25,486.7
2025-02-19 09:24:25,486.7
2025-02-19 09:39:25,486.7
2025-02-19 09:54:25,486.7
2025-02-19 10:09:25,486.7
2025-02-19 10:24:25,486.7
2025-02-19 10:39:25,486.7
2025-02-19 10:54:25,486.7
2025-02-19 11:09:25,486.7
2025-02-19 11:24:25,486.7
2025-02-19 11:39:25,486.7
2025-02-19 11:54:25,486.7
2025-02-19 12:09:25,486.7
2025-02-19 12:24:25,486.7
2025-02-19 12:39:26,486.7
2025-02-19 12:54:25,486.7
2025-02-19 13:10:46,486.7
2025-02-19 13:25:03,486.7
2025-02-19 13:45:06,486.7
2025-02-19 13:45:43,486.7
